pos_R [rad],pos_L [rad],tau_R [.],tau_L [.],cur_R [mA.], cur_L [mA.],time [s]
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.006705
0.010740,-0.009206,-0.000307,0.000263,0.000000,0.000000,2.054756
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.102958
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.150684
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.198849
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.246665
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.294695
0.010740,-0.009206,-0.000307,0.000263,0.000000,0.000000,2.342852
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.390645
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.438673
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.486795
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.534698
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.582600
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.630626
0.012275,-0.010740,-0.000351,0.000307,0.000000,0.000000,2.678766
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.726670
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.774847
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.822644
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.870636
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.918870
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,2.966749
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,3.014640
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,3.062797
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,3.110642
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,3.158728
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,3.206676
0.012275,-0.009206,-0.000351,0.000263,0.000000,0.000000,3.254657
0.013809,-0.009206,-0.000395,0.000263,0.000000,0.000000,3.302720
0.013809,-0.009206,-0.000395,0.000263,0.000000,0.000000,3.350800
0.013809,-0.010740,-0.000395,0.000307,0.000000,0.000000,3.398730
0.018412,-0.012275,-0.000527,0.000351,0.000000,0.000000,3.446699
0.018412,-0.012275,-0.000527,0.000351,0.000000,0.000000,3.494666
0.019947,-0.012275,-0.000571,0.000351,0.000000,0.000000,3.542600
0.019947,-0.013809,-0.000571,0.000395,0.000000,0.000000,3.590757
0.021481,-0.015344,-0.000615,0.000439,0.000000,0.000000,3.638635
0.023015,-0.015344,-0.000660,0.000474,0.000000,0.000000,3.686640
0.024550,-0.018412,-0.000739,0.000562,0.000000,0.000000,3.734602
0.026084,-0.019947,-0.000783,0.000606,0.000000,0.000000,3.782644
0.030687,-0.021481,-0.000991,0.000650,0.000000,0.000000,3.830679
0.041428,-0.027618,-0.001534,0.000940,0.000000,0.000000,3.878660
0.058306,-0.038359,-0.002387,0.001439,0.000000,0.000000,3.926693
0.082855,-0.053702,-0.003870,0.002096,-1.000000,0.000000,3.974823
0.116611,-0.069046,-0.006568,0.002760,-1.000000,0.000000,4.022728
0.153436,-0.085924,-0.010462,0.003460,-2.000000,1.000000,4.070804
0.194863,-0.099733,-0.015097,0.003795,-3.000000,1.000000,4.118710
0.233222,-0.110474,-0.018510,0.004024,-3.000000,1.000000,4.166577
0.268512,-0.119680,-0.020820,0.004207,-4.000000,1.000000,4.214672
0.300734,-0.128886,-0.022340,0.004484,-4.000000,1.000000,4.262736
0.326818,-0.138092,-0.023260,0.004853,-4.000000,1.000000,4.310727
0.349833,-0.148832,-0.024536,0.005395,-4.000000,1.000000,4.358711
0.366711,-0.156504,-0.024653,0.005731,-4.000000,1.000000,4.406663
0.382054,-0.165710,-0.025290,0.006150,-4.000000,1.000000,4.455129
0.394329,-0.177985,-0.026108,0.006734,-4.000000,1.000000,4.503228
0.406604,-0.187191,-0.027438,0.007193,-5.000000,1.000000,4.550542
0.421948,-0.197932,-0.029741,0.007754,-5.000000,1.000000,4.598706
0.434223,-0.208672,-0.032180,0.008482,-6.000000,1.000000,4.646678
0.448032,-0.220947,-0.034545,0.009200,-6.000000,2.000000,4.694868
0.461841,-0.231688,-0.037057,0.009863,-6.000000,2.000000,4.742652
0.475650,-0.242428,-0.040335,0.010561,-7.000000,2.000000,4.790578
0.490994,-0.254703,-0.043529,0.011402,-7.000000,2.000000,4.838634
0.503269,-0.266978,-0.046238,0.012498,-8.000000,2.000000,4.886489
0.517078,-0.277718,-0.048733,0.013333,-8.000000,2.000000,4.934768
0.530887,-0.289993,-0.052102,0.014341,-9.000000,2.000000,4.982557
0.543162,-0.302268,-0.055262,0.015409,-9.000000,3.000000,5.030676
0.555437,-0.314543,-0.058585,0.016541,-10.000000,3.000000,5.078576
0.567711,-0.326818,-0.061254,0.017740,-10.000000,3.000000,5.126790
0.579986,-0.339093,-0.064885,0.019010,-11.000000,3.000000,5.174717
0.590727,-0.351367,-0.067374,0.020354,-12.000000,3.000000,5.222613
0.601467,-0.365177,-0.070004,0.022313,-12.000000,4.000000,5.270641
0.609139,-0.378986,-0.071761,0.024048,-12.000000,4.000000,5.318587
0.618345,-0.394329,-0.074138,0.026998,-13.000000,5.000000,5.366534
0.624483,-0.415810,-0.076254,0.032565,-13.000000,6.000000,5.414685
0.632154,-0.443429,-0.078973,0.041648,-14.000000,7.000000,5.462723
0.638292,-0.472581,-0.080495,0.051426,-14.000000,9.000000,5.510565
0.642895,-0.501734,-0.081540,0.060446,-14.000000,10.000000,5.558630
0.647498,-0.533956,-0.082665,0.071803,-14.000000,12.000000,5.606585
0.650567,-0.564643,-0.083291,0.080665,-14.000000,14.000000,5.654608
0.650567,-0.589192,-0.082437,0.086219,-14.000000,15.000000,5.702690
0.650567,-0.610673,-0.082437,0.085997,-14.000000,15.000000,5.750713
0.650567,-0.626017,-0.082437,0.083483,-14.000000,14.000000,5.798667
0.650567,-0.635223,-0.082437,0.083602,-14.000000,14.000000,5.846667
0.650567,-0.644429,-0.082437,0.085167,-14.000000,15.000000,5.894672
0.650567,-0.655170,-0.082437,0.089370,-14.000000,15.000000,5.942663
0.650567,-0.665910,-0.082437,0.094769,-14.000000,16.000000,5.990639
0.650567,-0.678185,-0.082437,0.101191,-14.000000,17.000000,6.038516
0.650567,-0.690460,-0.082437,0.106762,-14.000000,18.000000,6.086562
0.650567,-0.701200,-0.082437,0.110608,-14.000000,19.000000,6.134660
0.650567,-0.708872,-0.082437,0.112060,-14.000000,19.000000,6.182446
0.650567,-0.715010,-0.082437,0.113117,-14.000000,19.000000,6.230746
0.650567,-0.716544,-0.082437,0.111600,-14.000000,19.000000,6.278568
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.326597
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.374527
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.422506
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.470785
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.518635
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.566575
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.614694
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.662491
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.710440
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.758812
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.806578
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.854507
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,6.902514
0.652101,-0.716544,-0.083013,0.110526,-14.000000,19.000000,6.950451
0.652101,-0.716544,-0.083013,0.110526,-14.000000,19.000000,6.998650
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.046746
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.094555
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.142586
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.190506
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.238579
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.286601
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.334462
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.382591
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.430565
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.478432
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.526527
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.575145
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.622510
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.670646
0.650567,-0.716544,-0.082437,0.110526,-14.000000,19.000000,7.718613
0.650567,-0.715010,-0.082437,0.109790,-14.000000,19.000000,7.766468
0.650567,-0.707338,-0.082437,0.105001,-14.000000,18.000000,7.814576
0.642895,-0.693529,-0.078733,0.099894,-13.000000,17.000000,7.862473
0.626017,-0.667445,-0.073973,0.094575,-13.000000,16.000000,7.910648
0.601467,-0.632154,-0.070058,0.088344,-12.000000,15.000000,7.958511
0.572315,-0.589192,-0.063077,0.080106,-11.000000,14.000000,8.006609
0.540093,-0.540093,-0.056809,0.070964,-10.000000,12.000000,8.054516
0.506337,-0.487925,-0.048832,0.056918,-8.000000,10.000000,8.102454
0.474116,-0.435757,-0.041558,0.044403,-7.000000,8.000000,8.150436
0.444963,-0.385123,-0.034819,0.033340,-6.000000,6.000000,8.198448
0.418879,-0.342161,-0.028861,0.024145,-5.000000,4.000000,8.246517
0.397398,-0.303802,-0.024627,0.017504,-4.000000,3.000000,8.294583
0.380520,-0.274650,-0.022046,0.013383,-4.000000,2.000000,8.342671
0.363642,-0.251634,-0.019759,0.010592,-3.000000,2.000000,8.390589
0.345230,-0.237825,-0.017796,0.009188,-3.000000,2.000000,8.438501
0.325283,-0.227085,-0.016092,0.008374,-3.000000,1.000000,8.486491
0.305337,-0.219413,-0.014417,0.007934,-2.000000,1.000000,8.534609
0.283856,-0.214810,-0.012759,0.007729,-2.000000,1.000000,8.582462
0.260840,-0.211741,-0.011135,0.007597,-2.000000,1.000000,8.630576
0.237825,-0.208672,-0.009563,0.007475,-2.000000,1.000000,8.678459
0.214810,-0.207138,-0.008147,0.007396,-1.000000,1.000000,8.726616
0.193329,-0.204069,-0.006949,0.007238,-1.000000,1.000000,8.774508
0.174917,-0.201001,-0.005915,0.007084,-1.000000,1.000000,8.822505
0.156504,-0.197932,-0.004983,0.006931,-1.000000,1.000000,8.871036
0.142695,-0.196397,-0.004377,0.006900,-1.000000,1.000000,8.918494
0.131955,-0.196397,-0.003949,0.006952,-1.000000,1.000000,8.966920
0.122748,-0.196397,-0.003631,0.006952,-1.000000,1.000000,9.014677
0.118145,-0.196397,-0.003502,0.006952,-1.000000,1.000000,9.062544
0.113542,-0.196397,-0.003391,0.006952,-1.000000,1.000000,9.110647
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.158557
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.206561
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.254484
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,9.302512
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,9.350557
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.398418
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.446548
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,9.494489
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.542593
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.590621
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.638638
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.686553
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.734598
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.782548
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.830514
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.878458
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.926538
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,9.974550
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.022597
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,10.070521
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,10.118432
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.166483
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.214570
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,10.262696
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.310484
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.358576
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.406451
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.454570
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.502605
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.550495
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.598362
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.646384
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.694418
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.742441
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.790511
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,10.838423
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.886565
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.934510
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,10.982412
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.030577
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,11.078494
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.126494
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.174412
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.222427
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.270365
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.318588
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.366411
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.414540
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.462528
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,11.510388
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,11.558438
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.606505
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.654334
0.113542,-0.196397,-0.003498,0.006952,-1.000000,1.000000,11.702457
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,11.750388
0.115077,-0.196397,-0.003552,0.006952,-1.000000,1.000000,11.798599
0.116611,-0.197932,-0.003607,0.007028,-1.000000,1.000000,11.846598
0.118145,-0.199466,-0.003706,0.007166,-1.000000,1.000000,11.894420
0.121214,-0.202535,-0.003817,0.007321,-1.000000,1.000000,11.942656
0.125817,-0.208672,-0.004152,0.007884,-1.000000,1.000000,11.990412
0.138092,-0.220947,-0.005035,0.009200,-1.000000,2.000000,12.038424
0.156504,-0.237825,-0.006476,0.011036,-1.000000,2.000000,12.086514
0.179520,-0.260840,-0.008417,0.014158,-1.000000,2.000000,12.134384
0.205604,-0.286924,-0.010820,0.018158,-2.000000,3.000000,12.182553
0.230153,-0.313008,-0.012639,0.021559,-2.000000,4.000000,12.230585
0.254703,-0.337558,-0.014673,0.023498,-3.000000,4.000000,12.278431
0.277718,-0.359039,-0.016396,0.025208,-3.000000,4.000000,12.326403
0.299199,-0.377451,-0.017710,0.026112,-3.000000,4.000000,12.374385
0.319146,-0.395864,-0.019820,0.028230,-3.000000,5.000000,12.422307
0.340627,-0.411207,-0.022319,0.030031,-4.000000,5.000000,12.470400
0.362108,-0.426551,-0.025074,0.031424,-4.000000,5.000000,12.518526
0.385123,-0.438826,-0.028949,0.032464,-5.000000,6.000000,12.566445
0.408139,-0.448032,-0.033342,0.033563,-6.000000,6.000000,12.614407
0.432688,-0.458772,-0.037774,0.034998,-6.000000,6.000000,12.662267
0.457238,-0.469513,-0.042696,0.037443,-7.000000,6.000000,12.710411
0.478719,-0.480253,-0.046475,0.039021,-8.000000,7.000000,12.758409
0.498666,-0.489459,-0.050196,0.040862,-9.000000,7.000000,12.806368
0.515543,-0.500200,-0.051537,0.043105,-9.000000,7.000000,12.854468
0.530887,-0.509406,-0.052866,0.045111,-9.000000,8.000000,12.902351
0.543162,-0.518612,-0.055262,0.047196,-9.000000,8.000000,12.950439
0.555437,-0.529353,-0.058585,0.049733,-10.000000,9.000000,12.998341
0.569246,-0.541627,-0.062527,0.054113,-11.000000,9.000000,13.047000
0.581521,-0.552368,-0.066220,0.056961,-11.000000,10.000000,13.094330
0.593796,-0.564643,-0.070099,0.060374,-12.000000,10.000000,13.142496
0.604536,-0.575383,-0.071822,0.063502,-12.000000,11.000000,13.190426
0.615277,-0.586124,-0.074602,0.065945,-13.000000,11.000000,13.238450
0.624483,-0.595330,-0.077810,0.068040,-13.000000,12.000000,13.286371
0.633689,-0.606070,-0.080296,0.071509,-14.000000,12.000000,13.334431
0.641361,-0.615277,-0.082344,0.074602,-14.000000,13.000000,13.382315
0.647498,-0.624483,-0.083924,0.076998,-14.000000,13.000000,13.430524
0.653635,-0.630620,-0.085599,0.079183,-15.000000,14.000000,13.478444
0.656704,-0.639826,-0.086176,0.081774,-15.000000,14.000000,13.526474
0.661307,-0.644429,-0.087979,0.082767,-15.000000,14.000000,13.574486
0.665910,-0.650567,-0.089814,0.084422,-15.000000,14.000000,13.622386
0.668979,-0.653635,-0.091056,0.084992,-16.000000,15.000000,13.670732
0.673582,-0.658238,-0.093598,0.086773,-16.000000,15.000000,13.718464
0.679719,-0.662842,-0.096929,0.088587,-17.000000,15.000000,13.766372
0.687391,-0.668979,-0.100268,0.091697,-17.000000,16.000000,13.814671
0.695063,-0.675116,-0.104575,0.094239,-18.000000,16.000000,13.863141
0.699666,-0.678185,-0.105815,0.095532,-18.000000,16.000000,13.910471
0.704269,-0.682788,-0.106426,0.097500,-18.000000,17.000000,13.958334
0.704269,-0.684323,-0.105229,0.096370,-18.000000,17.000000,14.006466
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.054316
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.102274
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.150429
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.198330
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.246399
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.294420
0.702735,-0.684323,-0.104053,0.095928,-18.000000,16.000000,14.342280
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.390403
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.438428
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.486435
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.534556
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.582351
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.630362
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.678442
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.726314
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.774282
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.822965
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.870410
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.918455
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,14.966421
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.014363
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.062451
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.110362
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.159005
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.206282
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.254894
0.704269,-0.685857,-0.104756,0.096584,-18.000000,17.000000,15.302445
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.350898
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.398417
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.446252
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.494263
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.542434
0.704269,-0.685857,-0.104756,0.096584,-18.000000,17.000000,15.590871
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.638957
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.686995
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.734377
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.782218
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.830441
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.878477
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.926443
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,15.974933
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.022339
0.702735,-0.684323,-0.104053,0.095928,-18.000000,16.000000,16.070239
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.118258
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.166246
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.214573
0.704269,-0.685857,-0.104756,0.096584,-18.000000,17.000000,16.262919
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.310291
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.358850
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.406320
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.454342
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.502328
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.551041
0.704269,-0.684323,-0.104756,0.095928,-18.000000,16.000000,16.598919
0.702735,-0.684323,-0.104053,0.095928,-18.000000,16.000000,16.646391
0.698132,-0.684323,-0.101054,0.095928,-17.000000,16.000000,16.694359
0.685857,-0.682788,-0.095927,0.095276,-16.000000,16.000000,16.742226
0.665910,-0.678185,-0.090858,0.092352,-16.000000,16.000000,16.790239
0.638292,-0.664376,-0.083786,0.087134,-14.000000,15.000000,16.838271
0.607605,-0.647498,-0.076122,0.082516,-13.000000,14.000000,16.886377
0.576918,-0.624483,-0.066820,0.077182,-11.000000,13.000000,16.934352
0.547765,-0.595330,-0.058186,0.070269,-10.000000,12.000000,16.982398
0.518612,-0.564643,-0.049263,0.063061,-8.000000,11.000000,17.030221
0.494062,-0.532421,-0.043089,0.055476,-7.000000,10.000000,17.078384
0.469513,-0.498666,-0.037187,0.047665,-6.000000,8.000000,17.126982
0.444963,-0.461841,-0.032397,0.039589,-6.000000,7.000000,17.174463
0.421948,-0.428085,-0.028689,0.033704,-5.000000,6.000000,17.222256
0.397398,-0.395864,-0.025133,0.027561,-4.000000,5.000000,17.270263
0.371314,-0.365177,-0.022260,0.022627,-4.000000,4.000000,17.319104
0.345230,-0.337558,-0.018982,0.018594,-3.000000,3.000000,17.366402
0.320680,-0.314543,-0.016452,0.015690,-3.000000,3.000000,17.414531
0.296131,-0.296131,-0.014195,0.013634,-2.000000,2.000000,17.462279
0.273115,-0.280787,-0.012301,0.012044,-2.000000,2.000000,17.510297
0.247031,-0.270047,-0.010384,0.011110,-2.000000,2.000000,17.558365
