pos_R [rad],pos_L [rad],tau_R [.],tau_L [.],cur_R [mA.], cur_L [mA.],time [s]
0.179520,-0.329886,-0.006698,0.029163,-1.000000,5.000000,3.885067
0.188726,-0.368245,-0.007272,0.036596,-1.000000,6.000000,3.933033
0.201001,-0.408139,-0.008053,0.047156,-1.000000,8.000000,3.981017
0.211741,-0.448032,-0.008810,0.057177,-2.000000,10.000000,4.029008
0.224016,-0.484856,-0.009549,0.064591,-2.000000,11.000000,4.076979
0.236291,-0.518612,-0.010332,0.073602,-2.000000,13.000000,4.125015
0.250100,-0.550834,-0.011468,0.079312,-2.000000,14.000000,4.173025
0.262375,-0.576918,-0.012366,0.079933,-2.000000,14.000000,4.221203
0.277718,-0.599933,-0.013811,0.081963,-2.000000,14.000000,4.269114
0.297665,-0.618345,-0.016804,0.084482,-3.000000,14.000000,4.317083
0.323749,-0.633689,-0.021787,0.089033,-4.000000,15.000000,4.365099
0.357505,-0.649032,-0.029563,0.092516,-5.000000,16.000000,4.412926
0.392795,-0.662842,-0.039307,0.096995,-7.000000,17.000000,4.460887
0.431154,-0.675116,-0.051374,0.101057,-9.000000,17.000000,4.508922
0.469513,-0.684323,-0.060117,0.102772,-10.000000,18.000000,4.557104
0.501734,-0.693529,-0.063350,0.104826,-11.000000,18.000000,4.605079
0.523215,-0.699666,-0.059917,0.105815,-10.000000,18.000000,4.652947
0.535490,-0.705803,-0.054047,0.108686,-9.000000,19.000000,4.700932
0.541627,-0.715010,-0.051637,0.115071,-9.000000,20.000000,4.749008
0.544696,-0.727284,-0.050692,0.125078,-9.000000,21.000000,4.797069
0.544696,-0.742628,-0.050382,0.138380,-9.000000,24.000000,4.845001
0.544696,-0.762575,-0.050117,0.154395,-9.000000,26.000000,4.893017
0.547765,-0.784056,-0.051138,0.175998,-9.000000,30.000000,4.941019
0.549299,-0.805537,-0.051521,0.191722,-9.000000,33.000000,4.988947
0.549299,-0.817811,-0.051251,0.188085,-9.000000,32.000000,5.037043
0.550834,-0.822414,-0.051634,0.177332,-9.000000,30.000000,5.084951
0.552368,-0.822414,-0.052019,0.172602,-9.000000,30.000000,5.133055
0.552368,-0.822414,-0.052019,0.172602,-9.000000,30.000000,5.180945
0.553902,-0.822414,-0.052407,0.172602,-9.000000,30.000000,5.228952
0.556971,-0.822414,-0.053468,0.172602,-9.000000,30.000000,5.276778
0.560040,-0.822414,-0.054594,0.172602,-9.000000,30.000000,5.325040
0.561574,-0.820880,-0.055380,0.171526,-9.000000,29.000000,5.372952
0.567711,-0.820880,-0.057031,0.171526,-10.000000,29.000000,5.420941
0.570780,-0.820880,-0.057872,0.171526,-10.000000,29.000000,5.468969
0.573849,-0.820880,-0.058324,0.171526,-10.000000,29.000000,5.516919
0.575383,-0.822414,-0.058104,0.172602,-10.000000,30.000000,5.564905
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,5.612903
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,5.660903
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,5.708870
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,5.756918
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,5.804811
0.573849,-0.822414,-0.057680,0.172602,-10.000000,30.000000,5.852999
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,5.900890
0.575383,-0.822414,-0.058104,0.172602,-10.000000,30.000000,5.949021
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,5.996946
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.045025
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.092886
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.140966
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.188886
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.236948
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.284941
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.333134
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.381107
0.575383,-0.822414,-0.058104,0.172602,-10.000000,30.000000,6.429087
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.477011
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.525233
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.572927
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.620892
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.668820
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.716890
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.765078
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.813044
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.860854
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.908909
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,6.956975
0.573849,-0.820880,-0.057680,0.171526,-10.000000,29.000000,7.005094
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.052879
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.100861
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.148899
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.197006
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.245048
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.292864
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.341029
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.388976
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.437057
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.484965
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.532918
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.580916
0.575383,-0.820880,-0.058104,0.171526,-10.000000,29.000000,7.628848
0.575383,-0.819346,-0.058104,0.169881,-10.000000,29.000000,7.676847
0.575383,-0.811674,-0.058104,0.163523,-10.000000,28.000000,7.724990
0.575383,-0.796330,-0.058104,0.155024,-10.000000,27.000000,7.772879
0.575383,-0.771781,-0.058104,0.146833,-10.000000,25.000000,7.820908
0.572315,-0.738025,-0.057015,0.138177,-10.000000,24.000000,7.868867
0.566177,-0.695063,-0.054937,0.127876,-9.000000,22.000000,7.916750
0.556971,-0.647498,-0.052542,0.113802,-9.000000,20.000000,7.964954
0.543162,-0.595330,-0.049681,0.096060,-9.000000,16.000000,8.012871
0.520146,-0.538559,-0.046545,0.076286,-8.000000,13.000000,8.060848
0.494062,-0.480253,-0.042120,0.060346,-7.000000,10.000000,8.108903
0.461841,-0.425016,-0.037502,0.044783,-6.000000,8.000000,8.156773
0.428085,-0.369780,-0.033220,0.032143,-6.000000,6.000000,8.204928
0.391261,-0.322215,-0.028075,0.022533,-5.000000,4.000000,8.252823
0.352902,-0.280787,-0.023015,0.015881,-4.000000,3.000000,8.301015
0.309940,-0.247031,-0.018448,0.011640,-3.000000,2.000000,8.348941
0.268512,-0.220947,-0.014450,0.008873,-2.000000,2.000000,8.396900
0.225550,-0.202535,-0.011078,0.007325,-2.000000,1.000000,8.445039
0.177985,-0.188726,-0.007763,0.006418,-1.000000,1.000000,8.492911
0.133489,-0.179520,-0.004866,0.005940,-1.000000,1.000000,8.540865
0.088993,-0.173382,-0.002303,0.005678,0.000000,1.000000,8.588808
0.046031,-0.168779,-0.000085,0.005515,0.000000,1.000000,8.636829
0.016878,-0.165710,0.000693,0.005446,0.000000,1.000000,8.684820
0.006137,-0.164176,0.000255,0.005420,0.000000,1.000000,8.733031
0.006137,-0.161107,-0.000107,0.005250,0.000000,1.000000,8.781026
0.004603,-0.154970,-0.000132,0.004961,0.000000,1.000000,8.828956
0.004603,-0.151901,-0.000132,0.004836,0.000000,1.000000,8.877040
0.004603,-0.148832,-0.000132,0.004713,0.000000,1.000000,8.924904
0.003069,-0.145764,-0.000088,0.004623,0.000000,1.000000,8.972931
0.004603,-0.141161,-0.000132,0.004443,0.000000,1.000000,9.020993
0.004603,-0.139626,-0.000132,0.004383,0.000000,1.000000,9.068886
0.004603,-0.136558,-0.000132,0.004266,0.000000,1.000000,9.116957
0.006137,-0.133489,-0.000175,0.004149,0.000000,1.000000,9.164933
0.006137,-0.130420,-0.000175,0.004034,0.000000,1.000000,9.212929
0.007672,-0.127351,-0.000219,0.003920,0.000000,1.000000,9.261017
0.007672,-0.124283,-0.000219,0.003807,0.000000,1.000000,9.308863
0.007672,-0.122748,-0.000219,0.003752,0.000000,1.000000,9.356985
0.007672,-0.119680,-0.000219,0.003641,0.000000,1.000000,9.404857
0.007672,-0.116611,-0.000219,0.003531,0.000000,1.000000,9.452869
0.007672,-0.113542,-0.000219,0.003423,0.000000,1.000000,9.500869
0.009206,-0.112008,-0.000263,0.003369,0.000000,1.000000,9.548831
0.009206,-0.108939,-0.000263,0.003262,0.000000,1.000000,9.596990
0.009206,-0.107405,-0.000263,0.003209,0.000000,1.000000,9.644981
0.009206,-0.104336,-0.000263,0.003104,0.000000,1.000000,9.692833
0.009206,-0.102802,-0.000263,0.003052,0.000000,1.000000,9.740920
0.009206,-0.099733,-0.000263,0.002983,0.000000,1.000000,9.788948
0.010740,-0.096664,-0.000307,0.002846,0.000000,0.000000,9.836844
0.010740,-0.095130,-0.000307,0.002795,0.000000,0.000000,9.884963
0.010740,-0.092061,-0.000307,0.002693,0.000000,0.000000,9.932930
0.010740,-0.090527,-0.000307,0.002677,0.000000,0.000000,9.980867
0.010740,-0.087458,-0.000307,0.002543,0.000000,0.000000,10.028840
0.010740,-0.084390,-0.000307,0.002444,0.000000,0.000000,10.076966
0.010740,-0.082855,-0.000307,0.002395,0.000000,0.000000,10.124910
0.010740,-0.079786,-0.000307,0.002297,0.000000,0.000000,10.173028
0.010740,-0.078252,-0.000307,0.002282,0.000000,0.000000,10.220827
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.268931
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.316967
0.010740,-0.076718,-0.000307,0.002270,0.000000,0.000000,10.364885
0.010740,-0.076718,-0.000307,0.002270,0.000000,0.000000,10.413000
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.460998
0.010740,-0.076718,-0.000307,0.002270,0.000000,0.000000,10.508875
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.556723
0.010740,-0.076718,-0.000307,0.002270,0.000000,0.000000,10.604860
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.652804
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.700783
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.748774
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.796887
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.844986
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.892831
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,10.940812
0.010740,-0.076718,-0.000307,0.002270,0.000000,0.000000,10.988764
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.037054
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.084980
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.132835
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.180814
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.228739
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.277502
0.010740,-0.076718,-0.000307,0.002270,0.000000,0.000000,11.324904
0.010740,-0.076718,-0.000307,0.002270,0.000000,0.000000,11.372906
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.420948
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.468902
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.516929
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.564778
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.612748
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.660862
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.709071
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.756884
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.804891
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.852773
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.900681
0.010740,-0.078252,-0.000307,0.002318,0.000000,0.000000,11.948769
0.012275,-0.078252,-0.000351,0.002318,0.000000,0.000000,11.996835
0.010740,-0.079786,-0.000307,0.002367,0.000000,0.000000,12.045017
0.010740,-0.079786,-0.000307,0.002367,0.000000,0.000000,12.092778
0.010740,-0.081321,-0.000307,0.002416,0.000000,0.000000,12.140700
0.010740,-0.081321,-0.000307,0.002416,0.000000,0.000000,12.188874
0.010740,-0.081321,-0.000307,0.002416,0.000000,0.000000,12.236810
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.284711
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.332839
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.380708
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.428786
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.476867
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.524748
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.572897
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.620903
0.012275,-0.082855,-0.000351,0.002465,0.000000,0.000000,12.668768
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.716831
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.764763
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.813011
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.860950
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.908848
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,12.956797
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,13.004744
0.013809,-0.081321,-0.000395,0.002416,0.000000,0.000000,13.052830
0.012275,-0.081321,-0.000351,0.002416,0.000000,0.000000,13.100768
0.013809,-0.081321,-0.000395,0.002416,0.000000,0.000000,13.148802
0.013809,-0.082855,-0.000395,0.002465,0.000000,0.000000,13.196796
0.015344,-0.082855,-0.000439,0.002465,0.000000,0.000000,13.244818
0.015344,-0.081321,-0.000439,0.002416,0.000000,0.000000,13.292850
0.013809,-0.081321,-0.000395,0.002416,0.000000,0.000000,13.340881
0.015344,-0.082855,-0.000439,0.002465,0.000000,0.000000,13.388807
0.015344,-0.081321,-0.000439,0.002416,0.000000,0.000000,13.436665
0.015344,-0.081321,-0.000439,0.002416,0.000000,0.000000,13.484792
0.015344,-0.081321,-0.000439,0.002416,0.000000,0.000000,13.532717
0.015344,-0.082855,-0.000439,0.002465,0.000000,0.000000,13.581015
0.016878,-0.082855,-0.000483,0.002465,0.000000,0.000000,13.629391
0.016878,-0.082855,-0.000483,0.002465,0.000000,0.000000,13.676693
0.016878,-0.082855,-0.000483,0.002465,0.000000,0.000000,13.724668
0.015344,-0.082855,-0.000439,0.002465,0.000000,0.000000,13.772844
0.016878,-0.082855,-0.000483,0.002465,0.000000,0.000000,13.820792
0.016878,-0.082855,-0.000483,0.002465,0.000000,0.000000,13.868776
0.016878,-0.082855,-0.000483,0.002465,0.000000,0.000000,13.916703
0.018412,-0.082855,-0.000527,0.002465,0.000000,0.000000,13.964890
0.016878,-0.081321,-0.000483,0.002416,0.000000,0.000000,14.012678
0.018412,-0.082855,-0.000527,0.002465,0.000000,0.000000,14.060803
0.018412,-0.082855,-0.000527,0.002465,0.000000,0.000000,14.108703
0.018412,-0.082855,-0.000527,0.002465,0.000000,0.000000,14.156702
0.018412,-0.082855,-0.000527,0.002465,0.000000,0.000000,14.204793
0.019947,-0.084390,-0.000606,0.002554,0.000000,0.000000,14.252679
0.023015,-0.087458,-0.000731,0.002698,0.000000,0.000000,14.300649
0.033756,-0.098199,-0.001251,0.003340,0.000000,1.000000,14.348775
0.053702,-0.115077,-0.002303,0.004394,0.000000,1.000000,14.396770
0.084390,-0.138092,-0.004458,0.006368,-1.000000,1.000000,14.444719
0.122748,-0.168779,-0.008342,0.009438,-1.000000,2.000000,14.492860
0.170313,-0.207138,-0.014589,0.014461,-3.000000,2.000000,14.540770
0.222482,-0.251634,-0.023451,0.021853,-4.000000,4.000000,14.588691
0.279253,-0.299199,-0.036240,0.031945,-6.000000,5.000000,14.636762
0.339093,-0.349833,-0.053769,0.043998,-9.000000,8.000000,14.684652
0.402001,-0.400467,-0.072881,0.059683,-12.000000,10.000000,14.732957
0.458772,-0.448032,-0.092051,0.068846,-16.000000,12.000000,14.780622
0.507872,-0.486391,-0.100258,0.070202,-17.000000,12.000000,14.828751
0.547765,-0.520146,-0.094828,0.070635,-16.000000,12.000000,14.876767
0.575383,-0.546231,-0.082813,0.069527,-14.000000,12.000000,14.924839
0.589192,-0.563108,-0.072832,0.066823,-12.000000,11.000000,14.972841
0.595330,-0.576918,-0.066643,0.065728,-11.000000,11.000000,15.020761
0.598399,-0.590727,-0.065497,0.069112,-11.000000,12.000000,15.069003
0.599933,-0.603002,-0.065586,0.073134,-11.000000,13.000000,15.116679
0.601467,-0.616811,-0.066059,0.078957,-11.000000,14.000000,15.164823
0.603002,-0.635223,-0.066535,0.088284,-11.000000,15.000000,15.212689
0.603002,-0.652101,-0.066205,0.095143,-11.000000,16.000000,15.260780
0.604536,-0.667445,-0.066682,0.101769,-11.000000,17.000000,15.308820
0.606070,-0.681254,-0.067162,0.106557,-12.000000,18.000000,15.356642
0.606070,-0.695063,-0.067162,0.111622,-12.000000,19.000000,15.404639
0.606070,-0.708872,-0.067162,0.116980,-12.000000,20.000000,15.452708
0.606070,-0.719613,-0.067162,0.121056,-12.000000,21.000000,15.500702
0.606070,-0.731888,-0.067162,0.126167,-12.000000,22.000000,15.548632
0.606070,-0.741094,-0.067162,0.129866,-12.000000,22.000000,15.596752
0.606070,-0.750300,-0.067162,0.133758,-12.000000,23.000000,15.644630
0.606070,-0.759506,-0.067162,0.139038,-12.000000,24.000000,15.692730
0.606070,-0.770246,-0.067162,0.146760,-12.000000,25.000000,15.740742
0.606070,-0.780987,-0.067162,0.154940,-12.000000,27.000000,15.788668
0.606070,-0.788659,-0.067162,0.155644,-12.000000,27.000000,15.836672
0.606070,-0.788659,-0.067162,0.150839,-12.000000,26.000000,15.884672
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,15.932695
0.606070,-0.787124,-0.067162,0.149254,-12.000000,26.000000,15.980758
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.028672
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.076704
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.124748
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.172730
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.220782
0.606070,-0.787124,-0.067162,0.149254,-12.000000,26.000000,16.268723
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.316633
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.364763
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.412885
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.461345
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.508891
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.556582
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.604518
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.652732
0.606070,-0.788659,-0.067162,0.150210,-12.000000,26.000000,16.700660
0.606070,-0.787124,-0.067162,0.149254,-12.000000,26.000000,16.748691
0.598399,-0.784056,-0.064044,0.146438,-11.000000,25.000000,16.796783
0.583055,-0.773315,-0.060214,0.139708,-10.000000,24.000000,16.844581
0.560040,-0.750300,-0.056529,0.132123,-10.000000,23.000000,16.892729
0.529353,-0.713475,-0.052564,0.127639,-9.000000,22.000000,16.940625
0.494062,-0.662842,-0.047250,0.121627,-8.000000,21.000000,16.988626
0.452635,-0.601467,-0.040663,0.110219,-7.000000,19.000000,17.036611
0.409673,-0.526284,-0.034022,0.091026,-6.000000,16.000000,17.084622
0.363642,-0.441894,-0.026859,0.067341,-5.000000,12.000000,17.132659
0.316077,-0.352902,-0.021036,0.044648,-4.000000,8.000000,17.181191
0.268512,-0.260840,-0.015607,0.024887,-3.000000,4.000000,17.228729
0.224016,-0.173382,-0.011447,0.010573,-2.000000,2.000000,17.276601
0.176451,-0.092061,-0.007656,0.000774,-1.000000,0.000000,17.324694
0.135023,-0.023015,-0.004824,-0.004771,-1.000000,-1.000000,17.372591
0.101267,0.030687,-0.002921,-0.006330,-1.000000,-1.000000,17.420774
0.072115,0.056771,-0.001644,-0.003767,0.000000,-1.000000,17.468741
0.050634,0.055237,-0.000942,-0.001768,0.000000,0.000000,17.516523
0.041428,0.055237,-0.000895,-0.001607,0.000000,0.000000,17.564663
0.041428,0.053702,-0.001161,-0.001561,0.000000,0.000000,17.612576
0.041428,0.052168,-0.001196,-0.001515,0.000000,0.000000,17.660839
0.041428,0.052168,-0.001196,-0.001515,0.000000,0.000000,17.708650
