ch0,ch1,read_time
0.000000,-0.036303,0.000000
0.000000,-0.037406,0.000500
0.000000,-0.035255,0.001000
0.000000,-0.029735,0.001500
0.000000,-0.022449,0.002000
0.000000,-0.017084,0.002500
0.000000,-0.018957,0.003000
0.000000,-0.030316,0.003500
0.000000,-0.043219,0.004000
0.000000,-0.046541,0.004500
0.000000,-0.040237,0.005000
0.000000,-0.031834,0.005500
0.000000,-0.025004,0.006000
0.000000,-0.018167,0.006500
0.000000,-0.010604,0.007000
0.000000,-0.005138,0.007500
0.000000,-0.001522,0.008000
0.000000,0.005245,0.008500
0.000000,0.014618,0.009000
0.000000,0.019809,0.009500
0.000000,0.018997,0.010000
0.000000,0.014735,0.010500
0.000000,0.008644,0.011000
0.000000,0.001702,0.011500
0.000000,-0.008037,0.012000
0.000000,-0.020625,0.012500
0.000000,-0.028129,0.013000
0.000000,-0.024332,0.013500
0.000000,-0.011747,0.014000
0.000000,0.003718,0.014500
0.000000,0.015646,0.015000
0.000000,0.020256,0.015500
0.000000,0.020888,0.016000
0.000000,0.022357,0.016500
0.000000,0.024903,0.017000
0.000000,0.028899,0.017500
0.000000,0.034152,0.018000
0.000000,0.034690,0.018500
0.000000,0.026687,0.019000
0.000000,0.013358,0.019500
0.000000,-0.001915,0.020000
0.000000,-0.015853,0.020500
0.000000,-0.024197,0.021000
-0.005896,-0.026373,0.021500
-0.022540,-0.024975,0.022000
-0.031757,-0.021502,0.022500
-0.022572,-0.015006,0.023000
-0.017813,-0.003583,0.023500
-0.022827,0.011265,0.024000
-0.021828,0.021380,0.024500
-0.019297,0.018584,0.025000
-0.021606,0.006011,0.025500
-0.023577,-0.006520,0.026000
-0.024900,-0.015024,0.026500
-0.026849,-0.019055,0.027000
-0.027451,-0.017809,0.027500
-0.027415,-0.013387,0.028000
-0.028348,-0.008536,0.028500
-0.028961,-0.003182,0.029000
-0.027874,0.002929,0.029500
-0.025955,0.007161,0.030000
-0.025041,0.006030,0.030500
-0.025492,0.000401,0.031000
-0.025757,-0.005576,0.031500
-0.024498,-0.009940,0.032000
-0.022512,-0.011446,0.032500
-0.021506,-0.007079,0.033000
-0.021178,0.004037,0.033500
-0.020351,0.016158,0.034000
-0.019354,0.021509,0.034500
-0.019809,0.020020,0.035000
-0.022643,0.015285,0.035500
-0.025061,0.007471,0.036000
-0.024835,-0.002250,0.036500
-0.024794,-0.011316,0.037000
-0.025965,-0.017862,0.037500
-0.026399,-0.020495,0.038000
-0.026614,-0.020271,0.038500
-0.027172,-0.018890,0.039000
-0.026802,-0.016499,0.039500
-0.025196,-0.013311,0.040000
-0.023724,-0.010894,0.040500
-0.023273,-0.010693,0.041000
-0.022783,-0.011758,0.041500
-0.022014,-0.013002,0.042000
-0.022537,-0.014599,0.042500
-0.024065,-0.015154,0.043000
-0.024918,-0.014127,0.043500
-0.025083,-0.014751,0.044000
-0.025382,-0.018799,0.044500
-0.025925,-0.024210,0.045000
-0.026196,-0.028971,0.045500
-0.025885,-0.032290,0.046000
-0.025186,-0.033118,0.046500
-0.024162,-0.030080,0.047000
-0.022721,-0.024045,0.047500
-0.021124,-0.018553,0.048000
-0.020413,-0.015475,0.048500
-0.021593,-0.012704,0.049000
