Sample_index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Not Used,Digital Channel 0 (D11),Digital Channel 1 (D12),Digital Channel 2 (D13),Digital Channel 3 (D17),Not Used,Digital Channel 4 (D18),Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Marker Channel
88.000000,2854.138953,-5860.135658,597.350371,4038.110857,-4311.740912,13242.760389,-13574.169704,-8795.165574,2212.398018,2876.110718,-506.825806,-896.751988,16665.550073,13518.223288,-473.208782,-14912.659217,-0.004000,-0.024000,1.010000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753129,101.000000
90.000000,2817.795017,-5892.366873,562.258132,4017.591955,-4246.540874,13226.778892,-13616.839184,-8828.492025,2270.669016,2926.804474,-463.664587,-854.060156,16712.332274,13545.782989,-614.158882,-18310.929037,-0.004000,-0.024000,1.010000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753210,0.000000
92.000000,2799.332476,-5912.818719,557.921893,4022.866967,-4266.568037,13234.244375,-13637.000458,-8849.189740,2180.099747,2857.245845,-508.256317,-909.336020,16592.728089,13481.588779,-379.778490,-15845.978659,-0.004000,-0.024000,1.010000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753264,0.000000
94.000000,2880.715177,-5827.926794,607.140435,4047.766810,-4297.927534,13277.383241,-13557.540006,-8774.691376,2241.276472,2923.049381,-448.130125,-857.725842,16677.821181,13544.464236,-611.387266,-16496.861457,-0.004000,-0.020000,1.012000,192.000000,127.500000,112.000000,127.500000,48.000000,15.500000,80.000000,0.000000,0.000000,0.000000,1771414700.753314,0.000000
96.000000,2770.476373,-5940.311365,528.685812,4016.407313,-4234.292118,13234.959630,-13662.056763,-8875.654206,2237.387268,2900.205898,-484.116433,-880.390511,16656.698782,13526.627544,-486.418663,-17937.654905,-0.004000,-0.020000,1.012000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753369,0.000000
98.000000,2861.760898,-5845.003527,604.279411,4045.129305,-4314.356067,13271.504733,-13573.163876,-8792.930400,2198.048198,2875.261351,-502.310753,-900.171804,16613.783433,13507.852078,-474.326369,-14935.748569,-0.004000,-0.020000,1.012000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753423,0.000000
100.000000,2814.822234,-5891.115176,561.632283,4015.736761,-4248.463124,13225.191918,-13622.740045,-8837.209205,2278.223905,2939.142637,-458.970721,-848.382813,16695.613169,13552.555567,-624.418333,-18338.980477,-0.004000,-0.020000,1.012000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753460,0.000000
102.000000,2795.130348,-5912.483443,542.678004,4026.778522,-4256.330938,13211.892630,-13643.370705,-8856.632871,2182.960770,2856.575293,-519.074561,-916.935613,16618.454947,13493.882238,-389.725016,-15861.580177,-0.004000,-0.020000,1.012000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753480,0.000000
104.000000,2886.951314,-5818.807282,620.260909,4046.805685,-4278.079185,13238.915889,-13555.237777,-8771.875056,2250.999481,2931.297175,-454.612130,-854.037804,16696.976626,13549.448675,-614.941193,-16486.892579,-0.004000,-0.024000,1.008000,192.000000,127.500000,112.000000,127.500000,32.000000,15.500000,64.000000,0.000000,0.000000,0.000000,1771414700.753498,0.000000
106.000000,2782.814536,-5928.397885,539.146428,4009.232403,-4204.720760,13195.978188,-13659.821589,-8871.429726,2236.649661,2896.294343,-469.677206,-875.964865,16660.006840,13520.234945,-470.794793,-17955.759818,-0.004000,-0.024000,1.008000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753514,0.000000
108.000000,2879.664645,-5833.626489,612.236632,4045.442229,-4287.377511,13234.244375,-13568.939396,-8782.156859,2242.528169,2874.344930,-488.676189,-892.393397,16648.227471,13506.958009,-463.619883,-14925.265601,-0.004000,-0.024000,1.008000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1771414700.753531,0.000000
