ch_0,ch_1,ch_2
-0.023220967705128714,0.013347117601369973,0.014707258742419071
-0.02688249878701754,0.019092556613031775,0.02561879409768153
-0.027355801648809575,0.02121369652741123,0.029971237381687388
-0.026824322048923932,0.022663549316348508,0.02770360151771456
-0.02670150024641771,0.022191505195223726,0.02482638410583604
-0.026934636480291374,0.01786757457011845,0.024002445570658892
-0.027260741262580268,0.012720807717414573,0.02444822712277528
-0.025729905246407725,0.009745838724484202,0.024798524464131333
-0.025254734282498248,0.007607417046529008,0.02295906415383797
-0.027620437322184443,0.005790620434709126,0.018567439838079736
-0.031217765354085714,0.004583740974339889,0.010788419785967562
-0.03250368536100723,0.0037127729228814133,0.0026542154500930337
-0.031401719752466306,0.0035366024349059444,-0.004440318662091158
-0.03061243478441611,0.004794681899511488,-0.009445807336305734
-0.029785656806780025,0.007063623797876062,-0.013631777619593777
-0.027689507987815887,0.007710628779022954,-0.019961848011007532
-0.02485897311998997,0.005948405487288255,-0.024790548195596784
-0.02489876169420313,0.004272347723599523,-0.02635358032421209
-0.025546669348841533,0.002164376155633363,-0.02635106284287758
-0.02621645762701519,-0.0006918034500813519,-0.02590785334177781
-0.026493356926948763,-0.001189752651953313,-0.024285704057547264
-0.02726488673943095,-0.0009807595233723987,-0.024668755941092968
-0.028481010303949006,-0.0031505476272286614,-0.03137772364425473
-0.02855627280951012,-0.007257946890604217,-0.0417371848016046
-0.028828464564867318,-0.010223458957625553,-0.04955933763994835
-0.030756244086660445,-0.011170383004355244,-0.05289586624712683
-0.03276961433584802,-0.010008216122514568,-0.05323937512002885
-0.03319952520541847,-0.008554461601306684,-0.05469416282721795
-0.032445135730085894,-0.00757546922613983,-0.0573064862692263
-0.029627077310578898,-0.010335786100768019,-0.05932183557888493
-0.02774782660708297,-0.013287738511280622,-0.056617154768900946
-0.028323818696662784,-0.01658832661632914,-0.054581978474743664
-0.029938169973320328,-0.017871450836537406,-0.05787590271211229
-0.03042334719793871,-0.01706936745904386,-0.06482444587163627
-0.030090835934970528,-0.015128347513382323,-0.07204871508292854
-0.030507182600558735,-0.013369730368140154,-0.0799715198809281
-0.03151215787511319,-0.012197886462672614,-0.09030330693349242
-0.0321311890729703,-0.009119196874962654,-0.1006418387987651
-0.034761516872094944,-0.0035483069495967356,-0.10414477583253756
-0.03847384505206719,0.0006280004072323209,-0.09733340266393498
-0.0404321908717975,-0.00022040022429337114,-0.08237025031121448
-0.03859501157421619,-0.003917152753274422,-0.059135039919056
-0.03509898670017719,-0.0057050851864914875,-0.029944882044219412
-0.032523690606467426,-0.004947145498590544,-0.004716921921499306
-0.02969167508126702,-0.0008201953960451647,0.012070709999534301
-0.026922129109152593,0.005599298219749471,0.024265231331810355
-0.0233231476158835,0.011905745850526728,0.028527676477096975
-0.01764909211487975,0.014919130990165286,0.023619008061359636
-0.012795100701623596,0.013193397535360418,0.016105075701489113
-0.009337837582279462,0.009592921742296312,0.01084696577891009
-0.006513796051876852,0.0063040929489943665,0.006218073394848034
-0.0037425520531542134,0.0024151654542947654,0.0011322069894958986
0.0023374263946607243,-0.0013491046502167592,-0.0036056226235814393
0.009940373274730518,-0.0019123433503409615,-0.006472240329458145
0.01361799513688311,-0.0024371252038690727,-0.007777143764542416
0.009760061402630527,-0.004777013600687496,-0.010946791007881984
-0.00013962925038413232,-0.008275978871097323,-0.012044072718708776
-0.008944007277023047,-0.009981537914427463,-0.005928505288466113
