Sample_index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Not Used,Digital Channel 0 (D11),Digital Channel 1 (D12),Digital Channel 2 (D13),Digital Channel 3 (D17),Not Used.1,Digital Channel 4 (D18),Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Marker Channel
74.0,-16294.622874,-10461.622234,-745.162457,-22378.141866,4452.422792,4941.098981,-6570.988187,791.989361,5782.418642,-9517.015161,-6179.85501,2953.894788,766.2178,4490.934848,-26004.377127,-10795.892572,0.003,-0.014,1.005,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.742935,0.0
76.0,-16415.076424,-10578.365395,-842.683118,-22499.400079,4358.433707,4887.27598,-6672.196886,696.882689,5731.52372,-9670.035204,-6308.288134,2836.704592,649.809915,4375.555143,-26163.968583,-10927.231422,0.003,-0.014,1.005,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.742948,0.0
78.0,-16228.305248,-10396.824526,-697.910869,-22331.627885,4493.862926,4964.970644,-6528.005782,839.531522,5782.865677,-9581.209371,-6231.599299,2906.285573,721.469608,4441.582196,-26081.490646,-10865.250035,0.0055,-0.011,1.0045,192.0,0.0,32.0,127.5,96.0,15.5,48.0,0.0,0.0,0.0,1770887447.742962,0.0
80.0,-16378.598378,-10545.105999,-817.60446,-22478.232977,4371.598884,4898.54126,-6650.783914,726.699916,5786.330198,-9543.725496,-6195.210659,2934.404067,744.31309,4482.016502,-26049.929982,-10836.326878,0.0055,-0.011,1.0045,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.742975,0.0
82.0,-16309.755005,-10476.419088,-762.060375,-22409.367253,4427.679411,4939.199083,-6589.942466,776.968989,5753.94252,-9673.387965,-6314.90425,2831.518988,644.736069,4375.152811,-26185.895644,-10954.321737,0.0055,-0.011,1.0045,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.742987,0.0
84.0,-16270.10301,-10441.952698,-729.650346,-22369.692906,4463.41985,4952.476019,-6562.226303,809.535481,5809.732474,-9493.746995,-6157.883246,2970.457431,785.82028,4508.637429,-25998.073935,-10797.010159,0.0055,-0.011,1.0045,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743,0.0
86.0,-16408.460308,-10578.074822,-843.912464,-22499.847114,4356.980843,4898.071873,-6671.928665,699.72136,5754.210741,-9657.607634,-6295.100605,2844.281834,671.4017,4392.475413,-26160.146434,-10923.09635,0.0055,-0.011,1.0045,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743013,0.0
88.0,-16229.445187,-10397.673893,-703.364695,-22324.676493,4497.685075,4980.214534,-6526.664677,834.927062,5783.022139,-9580.449412,-6235.309688,2901.882279,716.954555,4450.612301,-26085.357497,-10864.601834,0.00675,-0.0105,1.00525,192.0,0.0,32.0,127.5,88.0,15.5,56.0,0.0,0.0,0.0,1770887447.743025,0.0
90.0,-16399.206686,-10564.328499,-833.004812,-22478.367088,4365.876837,4903.101015,-6658.204694,705.175186,5779.110584,-9545.580691,-6208.442892,2930.514864,734.18775,4480.362473,-26046.554869,-10824.323991,0.00675,-0.0105,1.00525,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743037,0.0
92.0,-16334.945421,-10500.044882,-778.801832,-22415.111651,4417.107036,4935.421638,-6598.346722,751.979739,5731.344906,-9697.304332,-6341.279309,2811.402418,627.726391,4359.148962,-26191.148304,-10946.319812,0.00675,-0.0105,1.00525,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743051,0.0
94.0,-16298.243856,-10462.404545,-750.482172,-22375.414953,4435.860149,4942.574196,-6570.250579,784.143899,5789.258276,-9513.349475,-6182.939551,2949.469143,771.492812,4489.68315,-26002.678395,-10793.098604,0.00675,-0.0105,1.00525,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743063,0.0
96.0,-16437.227003,-10599.800718,-861.16801,-22506.32912,4337.065439,4893.690931,-6679.058871,677.906058,5724.304107,-9675.779602,-6324.537852,2827.719191,638.231711,4371.956512,-26168.751856,-10920.883527,0.00675,-0.0105,1.00525,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743075,0.0
98.0,-16248.332411,-10414.013018,-712.573613,-22336.075882,4474.998054,4971.027967,-6531.31384,824.757019,5758.30111,-9596.542668,-6258.577854,2890.259372,689.953648,4432.909719,-26089.179646,-10863.551302,0.005375,-0.01125,1.005625,192.0,0.0,16.0,127.5,80.0,15.5,56.0,0.0,0.0,0.0,1770887447.743087,0.0
100.0,-16392.925846,-10556.728906,-829.361478,-22476.422486,4350.431782,4892.930972,-6651.946205,716.462817,5771.823915,-9556.287176,-6211.125101,2926.178625,737.696974,4462.726946,-26053.685075,-10830.649535,0.005375,-0.01125,1.005625,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743099,0.0
102.0,-16320.215621,-10488.466679,-774.264428,-22413.703491,4404.634762,4926.950327,-6594.144594,768.765899,5740.754991,-9684.85441,-6326.862434,2827.853302,629.805104,4365.474506,-26198.904359,-10952.153617,0.005375,-0.01125,1.005625,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743112,0.0
104.0,-16273.031088,-10442.712658,-732.041983,-22371.145769,4441.805713,4945.390516,-6560.348756,811.413027,5802.423454,-9506.263972,-6163.06885,2967.685815,778.26539,4494.04174,-26013.876619,-10805.392063,0.005375,-0.01125,1.005625,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743124,0.0
106.0,-16406.091023,-10573.939749,-840.984385,-22496.33789,4343.838017,4888.68414,-6666.161915,708.147968,5747.639328,-9654.947776,-6293.133651,2856.351776,657.43186,4388.474451,-26168.55069,-10926.94085,0.005375,-0.01125,1.005625,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743138,0.0
108.0,-16234.787254,-10400.266695,-698.939049,-22327.269295,4486.419795,4969.284531,-6525.167111,841.94551,5785.59259,-9579.756508,-6234.102694,2913.0358,714.629974,4437.313013,-26090.856027,-10869.452163,0.004687,-0.013625,1.010813,192.0,0.0,16.0,127.5,64.0,15.5,96.0,0.0,0.0,0.0,1770887447.74315,0.0
110.0,-16382.554636,-10546.380049,-819.25849,-22463.905509,4370.816573,4910.857071,-6649.778086,727.057544,5792.432224,-9540.730362,-6193.891906,2942.361288,751.197428,4483.53642,-26048.454767,-10822.468796,0.004687,-0.013625,1.010813,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743163,0.0
112.0,-16321.310856,-10487.304388,-771.47046,-22407.132078,4428.618184,4940.920167,-6597.877335,764.899047,5745.694726,-9679.221771,-6322.861472,2827.808598,642.724412,4365.452154,-26188.600205,-10935.769789,0.004687,-0.013625,1.010813,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743176,0.0
114.0,-16284.229312,-10451.653356,-738.501637,-22368.195339,4450.299376,4950.397307,-6569.758841,795.476233,5800.188279,-9503.201783,-6169.461449,2960.376794,784.456823,4499.987304,-26002.678395,-10784.783755,0.004687,-0.013625,1.010813,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743189,0.0
116.0,-16423.413625,-10588.289569,-853.121382,-22500.919998,4338.406544,4893.310951,-6679.058871,686.153851,5737.871616,-9660.647471,-6307.863451,2842.113714,656.426031,4391.53664,-26159.83351,-10911.786367,0.004687,-0.013625,1.010813,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743201,0.0
118.0,-16258.144827,-10422.529033,-713.892366,-22335.986475,4485.637484,4975.766537,-6538.958137,817.60446,5764.514895,-9594.26279,-6257.773192,2892.427491,700.23545,4431.210987,-26086.609195,-10861.249073,0.004344,-0.016813,1.006406,192.0,0.0,16.0,127.5,48.0,15.5,40.0,0.0,0.0,0.0,1770887447.743215,0.0
120.0,-16399.541962,-10563.277967,-830.255548,-22472.332117,4364.75925,4896.574306,-6659.501095,707.298602,5765.47602,-9553.917891,-6217.785921,2925.2175,734.590082,4463.196333,-26037.524764,-10819.205441,0.004344,-0.016813,1.006406,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743228,0.0
122.0,-16329.022208,-10490.612446,-776.141974,-22415.379872,4419.364562,4930.973641,-6602.146518,754.974872,5734.317688,-9688.207172,-6339.155893,2820.27606,624.060705,4359.50659,-26181.827626,-10943.995231,0.004344,-0.016813,1.006406,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.74324,0.0
124.0,-16277.210865,-10442.533844,-733.53955,-22363.948508,4449.852341,4943.78119,-6562.852152,801.913536,5796.030855,-9507.180394,-6174.691758,2960.756774,771.828088,4502.714217,-26001.314938,-10794.97615,0.004344,-0.016813,1.006406,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743257,0.0
