Trial-ID,Status,Iteration,activation,batch_size,dropout,learning_rate,num_hidden_units,Objective,avg_train_loss
10,BEST,20,elu,64,0.31961361276547295,0.0006475463875116129,63,0.6819948434829712,0.6789792495615342
1,INTERMEDIATE,0,relu,32,0.1875326862454533,0.0001183540495102,61,0.6997733977105882,0.6958645112586744
1,INTERMEDIATE,1,relu,32,0.1875326862454533,0.0001183540495102,61,0.6921652687920464,0.6956052563407205
1,INTERMEDIATE,2,relu,32,0.1875326862454533,0.0001183540495102,61,0.695404589176178,0.6939622687570977
1,INTERMEDIATE,3,relu,32,0.1875326862454533,0.0001183540495102,61,0.6954259342617459,0.6950309457200946
1,INTERMEDIATE,4,relu,32,0.1875326862454533,0.0001183540495102,61,0.6936525371339586,0.6932342720754219
1,INTERMEDIATE,5,relu,32,0.1875326862454533,0.0001183540495102,61,0.6939544214142693,0.6935787833098209
1,INTERMEDIATE,6,relu,32,0.1875326862454533,0.0001183540495102,61,0.6957292689217461,0.6921971440315247
1,INTERMEDIATE,7,relu,32,0.1875326862454533,0.0001183540495102,61,0.691855079597897,0.691476690046715
1,INTERMEDIATE,8,relu,32,0.1875326862454533,0.0001183540495102,61,0.6969907018873427,0.6924017270406088
1,INTERMEDIATE,9,relu,32,0.1875326862454533,0.0001183540495102,61,0.6942433648639255,0.6922328255393289
1,INTERMEDIATE,10,relu,32,0.1875326862454533,0.0001183540495102,61,0.6954483919673495,0.6917730136351152
1,INTERMEDIATE,11,relu,32,0.1875326862454533,0.0001183540495102,61,0.6925079690085517,0.6917190768501975
1,INTERMEDIATE,12,relu,32,0.1875326862454533,0.0001183540495102,61,0.6953700449731615,0.6908776850411387
1,INTERMEDIATE,13,relu,32,0.1875326862454533,0.0001183540495102,61,0.695592999458313,0.6912864211833838
1,INTERMEDIATE,14,relu,32,0.1875326862454533,0.0001183540495102,61,0.6974378890461392,0.6917830217968334
1,INTERMEDIATE,15,relu,32,0.1875326862454533,0.0001183540495102,61,0.6980629298422072,0.690737733335206
1,INTERMEDIATE,16,relu,32,0.1875326862454533,0.0001183540495102,61,0.6966779894298978,0.6905303073651863
1,INTERMEDIATE,17,relu,32,0.1875326862454533,0.0001183540495102,61,0.696375568707784,0.6895835381565671
1,INTERMEDIATE,18,relu,32,0.1875326862454533,0.0001183540495102,61,0.6959320770369636,0.6911671649325978
1,INTERMEDIATE,19,relu,32,0.1875326862454533,0.0001183540495102,61,0.6966186828083463,0.6898808840549353
1,INTERMEDIATE,20,relu,32,0.1875326862454533,0.0001183540495102,61,0.6969752377933927,0.6897775675311233
1,INTERMEDIATE,21,relu,32,0.1875326862454533,0.0001183540495102,61,0.6978691418965658,0.6901246273156368
1,INTERMEDIATE,22,relu,32,0.1875326862454533,0.0001183540495102,61,0.7006860574086508,0.6888254844781124
1,INTERMEDIATE,23,relu,32,0.1875326862454533,0.0001183540495102,61,0.6973625421524048,0.6877208225654833
1,INTERMEDIATE,24,relu,32,0.1875326862454533,0.0001183540495102,61,0.6975634892781576,0.6886614777825095
1,INTERMEDIATE,25,relu,32,0.1875326862454533,0.0001183540495102,61,0.6998348699675666,0.6884297602104418
1,INTERMEDIATE,26,relu,32,0.1875326862454533,0.0001183540495102,61,0.7006493012110392,0.6882064378622806
1,INTERMEDIATE,27,relu,32,0.1875326862454533,0.0001183540495102,61,0.6934953331947327,0.6892037445848639
1,INTERMEDIATE,28,relu,32,0.1875326862454533,0.0001183540495102,61,0.6989371379216512,0.6872076934034174
1,INTERMEDIATE,29,relu,32,0.1875326862454533,0.0001183540495102,61,0.7081335054503547,0.6874070402347681
1,INTERMEDIATE,30,relu,32,0.1875326862454533,0.0001183540495102,61,0.6994039482540555,0.6867153156887401
1,INTERMEDIATE,31,relu,32,0.1875326862454533,0.0001183540495102,61,0.6986517906188965,0.6865680651231245
1,INTERMEDIATE,32,relu,32,0.1875326862454533,0.0001183540495102,61,0.6997849808798896,0.6876043316089746
1,INTERMEDIATE,33,relu,32,0.1875326862454533,0.0001183540495102,61,0.7017651398976644,0.6858718593915304
1,INTERMEDIATE,34,relu,32,0.1875326862454533,0.0001183540495102,61,0.7029791408114963,0.6869070764743921
1,INTERMEDIATE,35,relu,32,0.1875326862454533,0.0001183540495102,61,0.7037420802646213,0.6874486930442579
1,INTERMEDIATE,36,relu,32,0.1875326862454533,0.0001183540495102,61,0.7057576311959161,0.6860177047324904
1,INTERMEDIATE,37,relu,32,0.1875326862454533,0.0001183540495102,61,0.7005435956848992,0.6868602236111959
1,INTERMEDIATE,38,relu,32,0.1875326862454533,0.0001183540495102,61,0.7025063633918762,0.6848338734019886
1,INTERMEDIATE,39,relu,32,0.1875326862454533,0.0001183540495102,61,0.7087109949853685,0.6847568931001605
