Trial-ID,Status,Iteration,activation,batch_size,dropout,learning_rate,num_hidden_units,Objective,avg_train_loss
1,BEST,49,elu,64,0.15234056865185708,0.0002999255025411221,58,0.05771578103303909,0.056124007950226464
1,INTERMEDIATE,0,elu,64,0.152340568651857,0.0002999255025411,58,0.6792635917663574,0.7098086873690287
1,INTERMEDIATE,1,elu,64,0.152340568651857,0.0002999255025411,58,0.6794614791870117,0.7059267361958822
1,INTERMEDIATE,2,elu,64,0.152340568651857,0.0002999255025411,58,0.6797400712966919,0.7025444507598877
1,INTERMEDIATE,3,elu,64,0.152340568651857,0.0002999255025411,58,0.6800673007965088,0.7057539423306783
1,INTERMEDIATE,4,elu,64,0.152340568651857,0.0002999255025411,58,0.6804354190826416,0.7000288565953573
1,INTERMEDIATE,5,elu,64,0.152340568651857,0.0002999255025411,58,0.6808256506919861,0.7005888621012369
1,INTERMEDIATE,6,elu,64,0.152340568651857,0.0002999255025411,58,0.6812588572502136,0.70346067349116
1,INTERMEDIATE,7,elu,64,0.152340568651857,0.0002999255025411,58,0.6817402243614197,0.6986388166745504
1,INTERMEDIATE,8,elu,64,0.152340568651857,0.0002999255025411,58,0.6822803020477295,0.6981687943140665
1,INTERMEDIATE,9,elu,64,0.152340568651857,0.0002999255025411,58,0.6828432679176331,0.6988697648048401
1,INTERMEDIATE,10,elu,64,0.152340568651857,0.0002999255025411,58,0.6834400296211243,0.6948907574017843
1,INTERMEDIATE,11,elu,64,0.152340568651857,0.0002999255025411,58,0.6840403079986572,0.6953849395116171
1,INTERMEDIATE,12,elu,64,0.152340568651857,0.0002999255025411,58,0.6846685409545898,0.6902638475100199
1,INTERMEDIATE,13,elu,64,0.152340568651857,0.0002999255025411,58,0.6853142976760864,0.6914058725039164
1,INTERMEDIATE,14,elu,64,0.152340568651857,0.0002999255025411,58,0.6858727931976318,0.6942703127861023
1,INTERMEDIATE,15,elu,64,0.152340568651857,0.0002999255025411,58,0.6863619089126587,0.6888363560040792
