Trial-ID,Status,Iteration,activation,batch_size,dropout,learning_rate,num_hidden_units,Objective,avg_train_loss
9,BEST,80,elu,64,0.04099881025099031,0.0003862345403678319,46,0.5663529932498932,0.612947142124176
1,INTERMEDIATE,0,relu,32,0.1431315151835324,0.0001775353269814,34,0.6824533144632975,0.6934867709875107
1,INTERMEDIATE,1,relu,32,0.1431315151835324,0.0001775353269814,34,0.6823889017105103,0.7298331677913665
1,INTERMEDIATE,2,relu,32,0.1431315151835324,0.0001775353269814,34,0.6813659270604452,0.7299252569675445
1,INTERMEDIATE,3,relu,32,0.1431315151835324,0.0001775353269814,34,0.6739330093065897,0.7275394141674042
1,INTERMEDIATE,4,relu,32,0.1431315151835324,0.0001775353269814,34,0.6987290581067404,0.7308667361736297
1,INTERMEDIATE,5,relu,32,0.1431315151835324,0.0001775353269814,34,0.6662356456120809,0.7244973480701447
1,INTERMEDIATE,6,relu,32,0.1431315151835324,0.0001775353269814,34,0.6907098690668741,0.6966040551662445
1,INTERMEDIATE,7,relu,32,0.1431315151835324,0.0001775353269814,34,0.6892499923706055,0.7259817361831665
1,INTERMEDIATE,8,relu,32,0.1431315151835324,0.0001775353269814,34,0.6743324597676595,0.7240718722343444
1,INTERMEDIATE,9,relu,32,0.1431315151835324,0.0001775353269814,34,0.6745837529500326,0.7217335820198059
1,INTERMEDIATE,10,relu,32,0.1431315151835324,0.0001775353269814,34,0.667505939801534,0.694703483581543
1,INTERMEDIATE,11,relu,32,0.1431315151835324,0.0001775353269814,34,0.6605651577313741,0.6946372628211975
1,INTERMEDIATE,12,relu,32,0.1431315151835324,0.0001775353269814,34,0.6742685238520304,0.7200825214385986
1,INTERMEDIATE,13,relu,32,0.1431315151835324,0.0001775353269814,34,0.6881077090899149,0.7194238483905793
1,INTERMEDIATE,14,relu,32,0.1431315151835324,0.0001775353269814,34,0.6817121505737305,0.6948109686374664
1,INTERMEDIATE,15,relu,32,0.1431315151835324,0.0001775353269814,34,0.6687552332878113,0.7196301043033599
1,INTERMEDIATE,16,relu,32,0.1431315151835324,0.0001775353269814,34,0.6830878456433614,0.7166318774223328
1,INTERMEDIATE,17,relu,32,0.1431315151835324,0.0001775353269814,34,0.6755298574765524,0.7144149482250214
1,INTERMEDIATE,18,relu,32,0.1431315151835324,0.0001775353269814,34,0.6811235348383585,0.6927404522895813
1,INTERMEDIATE,19,relu,32,0.1431315151835324,0.0001775353269814,34,0.6754832863807678,0.713248199224472
1,INTERMEDIATE,20,relu,32,0.1431315151835324,0.0001775353269814,34,0.6698016325632731,0.6917035520076752
1,INTERMEDIATE,21,relu,32,0.1431315151835324,0.0001775353269814,34,0.6924718022346497,0.7115979313850402
1,INTERMEDIATE,22,relu,32,0.1431315151835324,0.0001775353269814,34,0.6781187454859415,0.7103912889957428
1,INTERMEDIATE,23,relu,32,0.1431315151835324,0.0001775353269814,34,0.6921348969141642,0.7083043932914734
1,INTERMEDIATE,24,relu,32,0.1431315151835324,0.0001775353269814,34,0.6824649572372437,0.6926354169845581
1,INTERMEDIATE,25,relu,32,0.1431315151835324,0.0001775353269814,34,0.6874292294184366,0.7069175899028778
1,INTERMEDIATE,26,relu,32,0.1431315151835324,0.0001775353269814,34,0.6823562184969584,0.7117124021053314
1,INTERMEDIATE,27,relu,32,0.1431315151835324,0.0001775353269814,34,0.6838017900784811,0.6909270823001862
1,INTERMEDIATE,28,relu,32,0.1431315151835324,0.0001775353269814,34,0.6853762865066528,0.7061034977436066
1,INTERMEDIATE,29,relu,32,0.1431315151835324,0.0001775353269814,34,0.6842804749806722,0.7049663543701172
1,INTERMEDIATE,30,relu,32,0.1431315151835324,0.0001775353269814,34,0.680100679397583,0.6902868270874023
1,INTERMEDIATE,31,relu,32,0.1431315151835324,0.0001775353269814,34,0.6834842960039774,0.6904603779315949
1,INTERMEDIATE,32,relu,32,0.1431315151835324,0.0001775353269814,34,0.6811549862225851,0.6924264311790467
1,INTERMEDIATE,33,relu,32,0.1431315151835324,0.0001775353269814,34,0.6792853275934855,0.700463616847992
1,INTERMEDIATE,34,relu,32,0.1431315151835324,0.0001775353269814,34,0.6758661270141602,0.7009222745895386
1,INTERMEDIATE,35,relu,32,0.1431315151835324,0.0001775353269814,34,0.6815886298815409,0.7048865735530854
1,INTERMEDIATE,36,relu,32,0.1431315151835324,0.0001775353269814,34,0.6820037961006165,0.6898707687854767
1,INTERMEDIATE,37,relu,32,0.1431315151835324,0.0001775353269814,34,0.6824366648991903,0.690458995103836
1,INTERMEDIATE,38,relu,32,0.1431315151835324,0.0001775353269814,34,0.6865383982658386,0.6972964525222778
1,INTERMEDIATE,39,relu,32,0.1431315151835324,0.0001775353269814,34,0.6875509818394979,0.6984567165374755
1,INTERMEDIATE,40,relu,32,0.1431315151835324,0.0001775353269814,34,0.688714861869812,0.693309873342514
1,INTERMEDIATE,41,relu,32,0.1431315151835324,0.0001775353269814,34,0.6933186451594034,0.7022186517715454
1,INTERMEDIATE,42,relu,32,0.1431315151835324,0.0001775353269814,34,0.6911945541699728,0.6989556133747101
1,INTERMEDIATE,43,relu,32,0.1431315151835324,0.0001775353269814,34,0.6858125329017639,0.7001576483249664
1,INTERMEDIATE,44,relu,32,0.1431315151835324,0.0001775353269814,34,0.6843729813893636,0.696303004026413
1,INTERMEDIATE,45,relu,32,0.1431315151835324,0.0001775353269814,34,0.6879600882530212,0.6929184794425964
1,INTERMEDIATE,46,relu,32,0.1431315151835324,0.0001775353269814,34,0.6829277674357096,0.6879436612129212
1,INTERMEDIATE,47,relu,32,0.1431315151835324,0.0001775353269814,34,0.6864695151646932,0.6880399763584137
1,INTERMEDIATE,48,relu,32,0.1431315151835324,0.0001775353269814,34,0.6882704297701517,0.696262788772583
1,INTERMEDIATE,49,relu,32,0.1431315151835324,0.0001775353269814,34,0.68545001745224,0.6890404045581817
1,INTERMEDIATE,50,relu,32,0.1431315151835324,0.0001775353269814,34,0.6881448229153951,0.6965819537639618
1,INTERMEDIATE,51,relu,32,0.1431315151835324,0.0001775353269814,34,0.68752654393514,0.6926113426685333
1,COMPLETED,51,relu,32,0.1431315151835324,0.0001775353269814,34,0.6605651577313741,0.6946372628211975
2,INTERMEDIATE,0,relu,64,0.3559289949251578,0.0007399879427688,54,0.6907598972320557,0.6926879525184632
2,INTERMEDIATE,1,relu,64,0.3559289949251578,0.0007399879427688,54,0.6922261416912079,0.6938522577285766
2,INTERMEDIATE,2,relu,64,0.3559289949251578,0.0007399879427688,54,0.6932228803634644,0.6935467720031738
